method,path,endpoint_name,module_source_file,auto_classification,dependency_names,guard_status,required_action,verification_level
POST,/v1/jobs/{job_id}/accept,accept_job,app.engines.field_ops.router,TENANT_USER_MUTATION,accept_job|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/assessment/complete,complete_assessment,app.engines.field_ops.router,TENANT_USER_MUTATION,complete_assessment|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/assessment/start,start_assessment,app.engines.field_ops.router,TENANT_USER_MUTATION,start_assessment|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/assign,assign_job,app.engines.field_ops.router,TENANT_USER_MUTATION,assign_job|require_tenant_mutation_field_ops_jobs_assign|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
PUT,/v1/jobs/{job_id}/checklist,update_checklist,app.engines.field_ops.router,TENANT_USER_MUTATION,update_checklist|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/checklist/complete,complete_checklist,app.engines.field_ops.router,TENANT_USER_MUTATION,complete_checklist|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
PUT,/v1/jobs/{job_id}/checklist/items/{item_id},update_checklist_item,app.engines.field_ops.router,TENANT_USER_MUTATION,update_checklist_item|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/checklist/start,start_checklist,app.engines.field_ops.router,TENANT_USER_MUTATION,start_checklist|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/close,close_job,app.engines.field_ops.router,TENANT_USER_MUTATION,close_job|require_tenant_mutation_field_ops_jobs_close|get_current_user|_billing_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/convert-to-repair,convert_to_repair,app.engines.field_ops.router,TENANT_USER_MUTATION,convert_to_repair|require_tenant_mutation_field_ops_jobs_assign|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/deduct-commission,deduct_commission,app.engines.field_ops.router,TENANT_USER_MUTATION,deduct_commission|require_tenant_mutation_field_ops_jobs_close|get_current_user|_billing_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/financial-close,financial_close,app.engines.field_ops.router,TENANT_USER_MUTATION,financial_close|require_tenant_mutation_field_ops_jobs_close|get_current_user|_billing_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/findings,submit_findings,app.engines.field_ops.router,TENANT_USER_MUTATION,submit_findings|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/generate-invoice,generate_invoice,app.engines.field_ops.router,TENANT_USER_MUTATION,generate_invoice|require_tenant_mutation_field_ops_jobs_close|get_current_user|_billing_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/media,add_media,app.engines.field_ops.router,TENANT_USER_MUTATION,add_media|require_staff_or_above_mutation|require_staff_or_above|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14C (see phase-02a-slice-02f14c/),SLICE_2F14C_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14c/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/notes,add_note,app.engines.field_ops.router,TENANT_USER_MUTATION,add_note|require_staff_or_above_mutation|require_staff_or_above|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14C (see phase-02a-slice-02f14c/),SLICE_2F14C_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14c/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/quote,create_quote,app.engines.field_ops.router,TENANT_USER_MUTATION,create_quote|require_staff_or_above_mutation|require_staff_or_above|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/quotes,create_job_quote,app.engines.field_ops.router,TENANT_USER_MUTATION,create_job_quote|require_staff_or_above_mutation|require_staff_or_above|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/quotes/{quote_id}/approve,approve_job_quote,app.engines.field_ops.router,TENANT_USER_MUTATION,approve_job_quote|require_customer|get_current_user|_svc|get_db|get_current_user,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/quotes/{quote_id}/reject,reject_job_quote,app.engines.field_ops.router,TENANT_USER_MUTATION,reject_job_quote|require_customer|get_current_user|_svc|get_db|get_current_user,CUSTOMER_ROLE_ONLY_NOT_TENANT_SCOPED,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/quotes/{quote_id}/send,send_job_quote,app.engines.field_ops.router,TENANT_USER_MUTATION,send_job_quote|require_staff_or_above_mutation|require_staff_or_above|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/record-payment,record_payment,app.engines.field_ops.router,TENANT_USER_MUTATION,record_payment|require_tenant_mutation_field_ops_jobs_close|get_current_user|_billing_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/jobs/{job_id}/reject-assignment,reject_assignment,app.engines.field_ops.router,TENANT_USER_MUTATION,reject_assignment|require_staff_or_technician_only|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/spawn-repair,spawn_repair,app.engines.field_ops.router,TENANT_USER_MUTATION,spawn_repair|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14B (see phase-02a-slice-02f14b/),SLICE_2F14B_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f14b/direct-authorization-idor-test-matrix.csv)
PUT,/v1/jobs/{job_id}/status,update_status,app.engines.field_ops.router,TENANT_USER_MUTATION,update_status|require_tenant_mutation_field_ops_jobs_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed/verified in Slice 2F-14 (see phase-02a-slice-02f14/),SLICE_2F14_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14/direct-authorization-idor-test-matrix.csv)
POST,/v1/jobs/{job_id}/void,void_job,app.engines.field_ops.router,TENANT_USER_MUTATION,void_job|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-14A: upgraded to access-scope-aware / staff-execution-role-scope-aware guard (see phase-02a-slice-02f14a/),SLICE_2F14A_VERIFIED (direct HTTP test proof -- see phase-02a-slice-02f14a/direct-authorization-privacy-test-matrix.csv)
POST,/v1/bookings/reschedule/{reschedule_id}/accept,accept_reschedule,app.engines.booking.router,TENANT_USER_MUTATION,accept_reschedule|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-15A (see phase-02a-slice-02f15a/),SLICE_2F15A_VERIFIED (runtime tool + direct source verification -- see phase-02a-slice-02f15a/runtime-verification-report.md)
POST,/v1/bookings/reschedule/{reschedule_id}/reject,reject_reschedule,app.engines.booking.router,TENANT_USER_MUTATION,reject_reschedule|require_tenant_mutation_tenant_update|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-15A (see phase-02a-slice-02f15a/),SLICE_2F15A_VERIFIED (runtime tool + direct source verification -- see phase-02a-slice-02f15a/runtime-verification-report.md)
POST,/v1/bookings/{booking_id}/confirm,confirm_booking,app.engines.booking.router,TENANT_USER_MUTATION,confirm_booking|require_tenant_mutation_booking_bookings_manage|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-15 (see phase-02a-slice-02f15/),SLICE_2F15_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f15/direct-authorization-test-matrix.csv)
POST,/v1/bookings/{booking_id}/convert-to-job,convert_to_job,app.engines.booking.router,TENANT_USER_MUTATION,convert_to_job|require_tenant_mutation_booking_bookings_manage|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-15 (see phase-02a-slice-02f15/),SLICE_2F15_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f15/direct-authorization-test-matrix.csv)
POST,/v1/bookings/{booking_id}/notes,add_note,app.engines.booking.router,TENANT_USER_MUTATION,add_note|require_staff_or_above_mutation|get_current_user|_svc|get_db|get_current_user,STAFF_EXECUTION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-15A (see phase-02a-slice-02f15a/),SLICE_2F15A_VERIFIED (runtime tool + direct source verification -- see phase-02a-slice-02f15a/runtime-verification-report.md)
POST,/v1/bookings/{booking_id}/reject,reject_booking,app.engines.booking.router,TENANT_USER_MUTATION,reject_booking|require_tenant_mutation_booking_bookings_manage|get_current_user|_svc|get_db|get_current_user,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- fixed in Slice 2F-15 (see phase-02a-slice-02f15/),SLICE_2F15_VERIFIED (direct authorization test proof -- see phase-02a-slice-02f15/direct-authorization-test-matrix.csv)
POST,/v1/provider/quotes/{quote_id}/cancel,provider_cancel_quote,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,provider_cancel_quote|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/staff/quotes,staff_create_quote,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_create_quote|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/staff/quotes/{quote_id}/items,staff_add_item,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_add_item|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
PUT,/v1/staff/quotes/{quote_id}/items/{item_id},staff_update_item,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_update_item|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
DELETE,/v1/staff/quotes/{quote_id}/items/{item_id},staff_remove_item,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_remove_item|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/staff/quotes/{quote_id}/send-to-customer,staff_send_to_customer,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_send_to_customer|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/staff/quotes/{quote_id}/mark-revised,staff_mark_revised,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_mark_revised|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/staff/quotes/{quote_id}/cancel,staff_cancel_quote,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_cancel_quote|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/staff/checklists,staff_create_checklist,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_create_checklist|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
PUT,/v1/staff/checklists/{checklist_id}/items/{item_id},staff_update_checklist_item,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_update_checklist_item|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/staff/checklists/{checklist_id}/complete,staff_complete_checklist,app.engines.quote_checklist.provider_router,TENANT_USER_MUTATION,staff_complete_checklist|require_owner_or_office_staff_mutation|get_current_user|get_db,TENANT_MUTATION_ROLE_SCOPE_AWARE,none -- fixed in Slice 2F-16 (see phase-02a-slice-02f16/),SLICE_2F16_VERIFIED (runtime tool + direct authorization test proof -- see phase-02a-slice-02f16/direct-authorization-idor-test-matrix.csv)
POST,/v1/reviews/{review_id}/reply,submit_reply,app.engines.review.router,TENANT_USER_MUTATION,submit_reply|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,NONE -- discovered and protected in Slice 2F-25,RUNTIME_VERIFIED + full ownership/persona/privacy review (Slice 2F-25); added to the denominator this slice -- the prefix-based sweep never saw it
POST,/v1/reviews/{review_id}/flag,flag_review,app.engines.review.router,TENANT_USER_MUTATION,flag_review|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,NONE -- discovered and protected in Slice 2F-25,RUNTIME_VERIFIED + full ownership/persona/privacy review (Slice 2F-25); was bare-authenticated over a primary-key-only lookup
POST,/v1/reviews/requests,create_request,app.engines.review.router,TENANT_USER_MUTATION,create_request|require_tenant_mutation_permission|get_current_user|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,NONE -- discovered and protected in Slice 2F-25,RUNTIME_VERIFIED + full ownership/persona/privacy review (Slice 2F-25); tenant_id previously taken from the request body
POST,/v1/auth/mfa/confirm,confirm_mfa,app.engines.auth.router,TENANT_USER_MUTATION,confirm_mfa|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,FULLY_PROTECTED,"none -- closed by Slice 2F-29 (M01): self-service, acts only on the authenticated principal with credential proof",RUNTIME_VERIFIED + service evidence (Slice 2F-29): self-scoped to uuid.UUID(user.user_id) from the token; no client-supplied subject; credential/TOTP proof required where applicable
POST,/v1/auth/mfa/disable,disable_mfa,app.engines.auth.router,TENANT_USER_MUTATION,disable_mfa|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,FULLY_PROTECTED,"none -- closed by Slice 2F-29 (M01): self-service, acts only on the authenticated principal with credential proof",RUNTIME_VERIFIED + service evidence (Slice 2F-29): self-scoped to uuid.UUID(user.user_id) from the token; no client-supplied subject; credential/TOTP proof required where applicable
PUT,/v1/auth/me,update_profile,app.engines.auth.router,TENANT_USER_MUTATION,update_profile|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,FULLY_PROTECTED,"none -- closed by Slice 2F-29 (M01): self-service, acts only on the authenticated principal with credential proof",RUNTIME_VERIFIED + service evidence (Slice 2F-29): self-scoped to uuid.UUID(user.user_id) from the token; no client-supplied subject; credential/TOTP proof required where applicable
PUT,/v1/auth/password/change,change_password,app.engines.auth.router,TENANT_USER_MUTATION,change_password|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,FULLY_PROTECTED,"none -- closed by Slice 2F-29 (M01): self-service, acts only on the authenticated principal with credential proof",RUNTIME_VERIFIED + service evidence (Slice 2F-29): self-scoped to uuid.UUID(user.user_id) from the token; no client-supplied subject; credential/TOTP proof required where applicable
POST,/v1/auth/staff/invite,invite_staff,app.engines.auth.router,TENANT_USER_MUTATION,invite_staff|require_auth_staff_invite|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-29 (M01): require_tenant_mutation_permission access-scope guard + service-layer tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-29): access-scope gated; tenant/actor server-derived; object scoped by tenant; foreign target -> NotFound (no oracle)
PUT,/v1/auth/staff/{user_id}/permissions,update_permissions,app.engines.auth.router,TENANT_USER_MUTATION,update_permissions|require_auth_permissions_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-29 (M01): require_tenant_mutation_permission access-scope guard + service-layer tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-29): access-scope gated; tenant/actor server-derived; object scoped by tenant; foreign target -> NotFound (no oracle)
POST,/v1/auth/staff/{user_id}/deactivate,deactivate_staff,app.engines.auth.router,TENANT_USER_MUTATION,deactivate_staff|require_auth_staff_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-29 (M01): require_tenant_mutation_permission access-scope guard + service-layer tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-29): access-scope gated; tenant/actor server-derived; object scoped by tenant; foreign target -> NotFound (no oracle)
POST,/v1/auth/impersonate,impersonate,app.engines.auth.router,TENANT_USER_MUTATION,impersonate|require_platform_impersonate|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,PLATFORM_ADMIN_ONLY,"none -- closed by Slice 2F-29 (M01): platform-only capability, AuthService.impersonate enforces super_admin",RUNTIME_VERIFIED + service evidence (Slice 2F-29): require_permission(PLATFORM_IMPERSONATE) at route + super_admin enforced in AuthService.impersonate; actor+subject audited
POST,/v1/auth/api-keys,create_api_key,app.engines.auth.router,TENANT_USER_MUTATION,create_api_key|require_auth_apikeys_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-29 (M01): require_tenant_mutation_permission access-scope guard + service-layer tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-29): access-scope gated; tenant/actor server-derived; object scoped by tenant; foreign target -> NotFound (no oracle)
DELETE,/v1/auth/api-keys/{key_id},revoke_api_key,app.engines.auth.router,TENANT_USER_MUTATION,revoke_api_key|require_auth_apikeys_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-29 (M01): require_tenant_mutation_permission access-scope guard + service-layer tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-29): access-scope gated; tenant/actor server-derived; object scoped by tenant; foreign target -> NotFound (no oracle)
PATCH,/v1/auth/api-keys/{key_id},update_api_key,app.engines.auth.router,TENANT_USER_MUTATION,update_api_key|require_auth_apikeys_manage|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,none -- closed by Slice 2F-29 (M01): require_tenant_mutation_permission access-scope guard + service-layer tenant scoping,RUNTIME_VERIFIED + service evidence (Slice 2F-29): access-scope gated; tenant/actor server-derived; object scoped by tenant; foreign target -> NotFound (no oracle)
POST,/v1/auth/change-password-required,change_password_required,app.engines.auth.router,TENANT_USER_MUTATION,change_password_required|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db,FULLY_PROTECTED,"none -- closed by Slice 2F-29 (M01): self-service, acts only on the authenticated principal with credential proof",RUNTIME_VERIFIED + service evidence (Slice 2F-29): self-scoped to uuid.UUID(user.user_id) from the token; no client-supplied subject; credential/TOTP proof required where applicable
POST,/v1/bookings/{booking_id}/cancel,cancel_booking,app.engines.booking.router,TENANT_USER_MUTATION,cancel_booking|require_tenant_mutation_booking_bookings_cancel|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,NONE -- already protected,RUNTIME_VERIFIED + persona/side-effect evidence (Slice 2F-26): tenant=self.actor_tenant_id mutation=add
POST,/v1/bookings/{booking_id}/reschedule/request,request_reschedule,app.engines.booking.router,TENANT_USER_MUTATION,request_reschedule|require_tenant_mutation_booking_bookings_reschedule|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>|_svc|get_db|get_current_user|<fastapi.security.http.HTTPBearer object at 0x000002139C77F500>,TENANT_MUTATION_PERMISSION_SCOPE_AWARE,NONE -- already protected,RUNTIME_VERIFIED + persona/side-effect evidence (Slice 2F-26): tenant=self.actor_tenant_id mutation=add|flush
