method,path,operation_id,requires_auth,primary_tag,summary
GET,/v1/provider/service-jobs/{job_id}/assignment-timeline,get_assignment_timeline_v1_provider_service_jobs__job_id__assignment_timeline_get,True,Provider Service Job Assignment,Get assignment event timeline for a job
POST,/v1/provider/service-jobs/{job_id}/cancel,provider_cancel_job_v1_provider_service_jobs__job_id__cancel_post,True,Sprint21-Provider-HomeService,Provider Cancel Job
POST,/v1/provider/service-jobs/{job_id}/cancel-assignment,cancel_assignment_v1_provider_service_jobs__job_id__cancel_assignment_post,True,Provider Service Job Assignment,Cancel the current job assignment
GET,/v1/provider/service-jobs/{job_id}/eligible-staff,list_eligible_staff_v1_provider_service_jobs__job_id__eligible_staff_get,True,Provider Service Job Assignment,List eligible and blocked staff for a job
GET,/v1/provider/service-jobs/{job_id}/execution-timeline,provider_get_timeline_v1_provider_service_jobs__job_id__execution_timeline_get,True,Sprint21-Provider-HomeService,Provider Get Timeline
GET,/v1/provider/service-jobs/{job_id}/media,provider_get_media_v1_provider_service_jobs__job_id__media_get,True,Sprint21-Provider-HomeService,Provider Get Media
GET,/v1/provider/service-jobs/{job_id}/notes,provider_get_notes_v1_provider_service_jobs__job_id__notes_get,True,Sprint21-Provider-HomeService,Provider Get Notes
GET,/v1/provider/service-jobs/{job_id}/parts-requests,provider_list_parts_requests_v1_provider_service_jobs__job_id__parts_requests_get,True,Sprint21-Provider-HomeService,Provider List Parts Requests
POST,/v1/provider/service-jobs/{job_id}/parts-requests/{parts_request_id}/approve,provider_approve_parts_request_v1_provider_service_jobs__job_id__parts_requests__parts_request_id__approve_post,True,Sprint21-Provider-HomeService,Provider Approve Parts Request
POST,/v1/provider/service-jobs/{job_id}/parts-requests/{parts_request_id}/install,provider_install_parts_request_v1_provider_service_jobs__job_id__parts_requests__parts_request_id__install_post,True,Sprint21-Provider-HomeService,Provider Install Parts Request
POST,/v1/provider/service-jobs/{job_id}/parts-requests/{parts_request_id}/reject,provider_reject_parts_request_v1_provider_service_jobs__job_id__parts_requests__parts_request_id__reject_post,True,Sprint21-Provider-HomeService,Provider Reject Parts Request
POST,/v1/provider/service-jobs/{job_id}/reassign,reassign_job_v1_provider_service_jobs__job_id__reassign_post,True,Provider Service Job Assignment,Reassign job to a different technician
POST,/v1/provider/service-jobs/{job_id}/schedule,schedule_job_v1_provider_service_jobs__job_id__schedule_post,True,Provider Service Job Assignment,Schedule the job with a date and time window
POST,/v1/provider/setup/recommendations,provider_setup_recommendations_v1_provider_setup_recommendations_post,True,Provider Recommendations,Get recommendations for provider setup
GET,/v1/provider/setup/services/{service_id}/available-options,get_available_options_v1_provider_setup_services__service_id__available_options_get,True,Provider Service Options,Get Available Options
GET,/v1/provider/setup/services/{service_id}/supported-options,get_supported_options_v1_provider_setup_services__service_id__supported_options_get,True,Provider Service Options,Get Supported Options
POST,/v1/provider/setup/services/{service_id}/supported-options,set_supported_options_v1_provider_setup_services__service_id__supported_options_post,True,Provider Service Options,Set Supported Options
GET,/v1/provider/setup/templates/recommended,get_recommended_templates_v1_provider_setup_templates_recommended_get,True,Provider Setup Templates,Get Recommended Templates
GET,/v1/provider/status,get_provider_status_v1_provider_status_get,True,Provider Portal,Get Provider Status
GET,/v1/provider/status/offerings,get_offering_statuses_v1_provider_status_offerings_get,True,Provider Portal,Get Offering Statuses
POST,/v1/provider/status/refresh,refresh_provider_status_v1_provider_status_refresh_post,True,Provider Portal,Refresh Provider Status
GET,/v1/provider/subscription-status,provider_subscription_status_v1_provider_subscription_status_get,True,provider-subscription,Provider Subscription Status
GET,/v1/provider/team-members,list_team_members_v1_provider_team_members_get,True,Provider Portal,List Team Members
POST,/v1/provider/team-members,create_team_member_v1_provider_team_members_post,True,Provider Portal,Create Team Member
GET,/v1/provider/team-members/{member_id},get_team_member_v1_provider_team_members__member_id__get,True,Provider Portal,Get Team Member
PUT,/v1/provider/team-members/{member_id},update_team_member_v1_provider_team_members__member_id__put,True,Provider Portal,Update Team Member
DELETE,/v1/provider/team-members/{member_id},delete_team_member_v1_provider_team_members__member_id__delete,True,Provider Portal,Delete Team Member
POST,/v1/provider/team-members/{member_id}/activate,activate_team_member_v1_provider_team_members__member_id__activate_post,True,Provider Portal,Activate Team Member
POST,/v1/provider/team-members/{member_id}/create-login,create_member_login_v1_provider_team_members__member_id__create_login_post,True,Provider Portal,Create Member Login
POST,/v1/provider/team-members/{member_id}/deactivate,deactivate_team_member_v1_provider_team_members__member_id__deactivate_post,True,Provider Portal,Deactivate Team Member
GET,/v1/provider/usage-credits/balance,get_usage_credit_balance_v1_provider_usage_credits_balance_get,True,Provider Portal,Get Usage Credit Balance
GET,/v1/provider/usage-credits/ledger,get_usage_credit_ledger_v1_provider_usage_credits_ledger_get,True,Provider Portal,Get Usage Credit Ledger
GET,/v1/provider/wallet,provider_get_wallet_v1_provider_wallet_get,True,provider-wallet,Provider Get Wallet
GET,/v1/provider/wallet/commission-records,provider_commission_records_v1_provider_wallet_commission_records_get,True,provider-wallet,Provider Commission Records
GET,/v1/provider/wallet/ledger,provider_wallet_ledger_v1_provider_wallet_ledger_get,True,provider-wallet,Provider Wallet Ledger
GET,/v1/public/locations/cities,public_list_cities_v1_public_locations_cities_get,False,Locations,Public List Cities
GET,/v1/public/locations/districts,public_list_districts_v1_public_locations_districts_get,False,Locations,Public List Districts
GET,/v1/public/locations/states,public_list_states_v1_public_locations_states_get,False,Locations,Public List States
GET,/v1/public/locations/zones,public_list_zones_v1_public_locations_zones_get,False,Locations,Public List Zones
GET,/v1/public/packages,list_public_packages_v1_public_packages_get,False,Public Packages,List public signup packages
POST,/v1/public/register/complete,complete_registration_v1_public_register_complete_post,False,Public Registration,"Complete registration — verify payment, create tenant + subscription (public)"
POST,/v1/public/register/confirm-plan,confirm_plan_v1_public_register_confirm_plan_post,False,Public Registration,Update plan selection before OTP verification (public)
POST,/v1/public/register/initiate,initiate_registration_v1_public_register_initiate_post,False,Public Registration,"Initiate tenant registration — validates details, sends OTP (public)"
POST,/v1/public/register/payment-order,create_payment_order_v1_public_register_payment_order_post,False,Public Registration,Create Razorpay payment order for the selected plan (public)
POST,/v1/public/register/verify,verify_otp_v1_public_register_verify_post,False,Public Registration,"Verify OTP — marks session as verified, no tenant created yet (public)"
GET,/v1/public/reviews/tenant/{tenant_id},list_tenant_reviews_v1_public_reviews_tenant__tenant_id__get,False,public-reviews,List Tenant Reviews
GET,/v1/public/reviews/tenant/{tenant_id}/summary,get_tenant_rating_summary_v1_public_reviews_tenant__tenant_id__summary_get,False,public-reviews,Get Tenant Rating Summary
GET,/v1/public/reviews/{review_id},get_review_v1_public_reviews__review_id__get,False,public-reviews,Get Review
GET,/v1/public/reviews/{review_id}/reply,get_reply_v1_public_reviews__review_id__reply_get,False,public-reviews,Get Reply
GET,/v1/rag/chunks/{chunk_id},get_chunk_v1_rag_chunks__chunk_id__get,True,RAG Engine,Get single chunk with full content and embedding status
GET,/v1/rag/documents/{doc_id},get_document_v1_rag_documents__doc_id__get,True,RAG Engine,Get document detail with chunk count and indexing status
DELETE,/v1/rag/documents/{doc_id},delete_document_v1_rag_documents__doc_id__delete,True,RAG Engine,Delete document — soft-deletes all chunks from vector store
POST,/v1/rag/documents/{doc_id}/reindex,reindex_document_v1_rag_documents__doc_id__reindex_post,True,RAG Engine,"Reindex — soft-deletes old chunks, re-chunks and re-embeds"
POST,/v1/rag/knowledge-bases,create_kb_v1_rag_knowledge_bases_post,True,RAG Engine,Create knowledge base for a tenant
GET,/v1/rag/knowledge-bases/{kb_id},get_kb_v1_rag_knowledge_bases__kb_id__get,True,RAG Engine,Get knowledge base detail
PUT,/v1/rag/knowledge-bases/{kb_id},update_kb_v1_rag_knowledge_bases__kb_id__put,True,RAG Engine,"Update KB settings (chunk size, overlap, top-k)"
DELETE,/v1/rag/knowledge-bases/{kb_id},delete_kb_v1_rag_knowledge_bases__kb_id__delete,True,RAG Engine,Soft-delete KB — deactivates all chunks
GET,/v1/rag/knowledge-bases/{kb_id}/chunks,list_chunks_v1_rag_knowledge_bases__kb_id__chunks_get,True,RAG Engine,List active chunks with embedding metadata (for quality inspection)
POST,/v1/rag/knowledge-bases/{kb_id}/documents,ingest_document_v1_rag_knowledge_bases__kb_id__documents_post,True,RAG Engine,"Ingest document — idempotent on content hash, returns status for polling"
GET,/v1/rag/knowledge-bases/{kb_id}/documents,list_documents_v1_rag_knowledge_bases__kb_id__documents_get,True,RAG Engine,List documents in a KB with status filter
GET,/v1/rag/meta,engine_meta_v1_rag_meta_get,False,RAG Engine,RAG engine introspection
GET,/v1/rag/platform/usage,platform_usage_v1_rag_platform_usage_get,True,RAG Engine,"[Admin] Platform-wide RAG usage — tokens, queries, KB coverage"
GET,/v1/rag/queries/{query_id},get_query_v1_rag_queries__query_id__get,True,RAG Engine,Get stored query result with full pipeline trace
POST,/v1/rag/query,query_v1_rag_query_post,True,RAG Engine,Full RAG pipeline — embed → search → generate → store trace. Rate limited.
POST,/v1/rag/search,search_v1_rag_search_post,True,RAG Engine,Vector search only — no LLM generation. Returns ranked chunks.
GET,/v1/rag/tenants/{tenant_id}/knowledge-bases,list_kbs_v1_rag_tenants__tenant_id__knowledge_bases_get,True,RAG Engine,List all knowledge bases for a tenant (cursor-paginated)
GET,/v1/rag/tenants/{tenant_id}/queries,list_queries_v1_rag_tenants__tenant_id__queries_get,True,RAG Engine,Query history for a tenant — cursor-paginated
GET,/v1/ready,readiness_check_v1_ready_get,False,Health,Readiness check — returns 200 only when DB and Redis are reachable
POST,/v1/recommendations/evaluate,evaluate_recommendations_v1_recommendations_evaluate_post,True,Recommendation Engine,Evaluate recommendation rules for a context
POST,/v1/recommendations/validate,validate_recommendation_v1_recommendations_validate_post,True,Recommendation Engine,Validate a specific recommended entity
POST,/v1/recommendations/{result_id}/accept,accept_recommendation_v1_recommendations__result_id__accept_post,True,Recommendation Engine,Accept a recommendation result
POST,/v1/recommendations/{result_id}/reject,reject_recommendation_v1_recommendations__result_id__reject_post,True,Recommendation Engine,Reject a recommendation result
POST,/v1/reviews,create_review_v1_reviews_post,True,Review Engine,Create Review
GET,/v1/reviews,list_by_tenant_v1_reviews_get,True,Review Engine,List reviews by tenant with cursor pagination
GET,/v1/reviews/aggregates/{entity_type}/{entity_id},get_aggregate_v1_reviews_aggregates__entity_type___entity_id__get,True,Review Engine,Pre-computed aggregates — never runs AVG() at read time
GET,/v1/reviews/customers/{customer_id},list_by_customer_v1_reviews_customers__customer_id__get,True,Review Engine,List By Customer
GET,/v1/reviews/meta,engine_meta_v1_reviews_meta_get,False,Review Engine,Engine Meta
GET,/v1/reviews/requests,list_requests_by_query_v1_reviews_requests_get,True,Review Engine,List review requests for tenant (query param version)
POST,/v1/reviews/requests,create_request_v1_reviews_requests_post,True,Review Engine,Create Request
GET,/v1/reviews/requests/jobs/{job_id},get_request_v1_reviews_requests_jobs__job_id__get,True,Review Engine,Get Request
GET,/v1/reviews/staff/{staff_id},list_by_staff_v1_reviews_staff__staff_id__get,True,Review Engine,List By Staff
GET,/v1/reviews/tenants/{tenant_id}/recent,recent_reviews_v1_reviews_tenants__tenant_id__recent_get,True,Review Engine,Recent Reviews
GET,/v1/reviews/tenants/{tenant_id}/requests,list_requests_v1_reviews_tenants__tenant_id__requests_get,True,Review Engine,List Requests
GET,/v1/reviews/{review_id},get_review_v1_reviews__review_id__get,True,Review Engine,Get Review
POST,/v1/reviews/{review_id}/flag,flag_review_v1_reviews__review_id__flag_post,True,Review Engine,Flag Review
POST,/v1/reviews/{review_id}/reply,submit_reply_v1_reviews__review_id__reply_post,True,Review Engine,One reply only — 409 on second attempt
POST,/v1/reviews/{review_id}/resolve,resolve_flag_v1_reviews__review_id__resolve_post,True,Review Engine,Resolve Flag
GET,/v1/security/activity,list_activity_v1_security_activity_get,True,Security Engine,List suspicious activity with threat level filter
POST,/v1/security/activity/record,record_activity_v1_security_activity_record_post,True,Security Engine,Record activity event — Lua sliding window counter
POST,/v1/security/activity/{log_id}/acknowledge,acknowledge_activity_v1_security_activity__log_id__acknowledge_post,True,Security Engine,Acknowledge threat — marks as reviewed by security team
POST,/v1/security/api-keys,create_api_key_v1_security_api_keys_post,True,Security Engine,"Create API key — raw key returned ONCE, only hash stored in DB"
GET,/v1/security/api-keys/tenants/{tenant_id},list_api_keys_v1_security_api_keys_tenants__tenant_id__get,True,Security Engine,"List API keys — prefix shown, full key never retrievable"
POST,/v1/security/api-keys/verify,verify_api_key_v1_security_api_keys_verify_post,False,Security Engine,"Verify API key — HMAC hash comparison, Redis cache"
GET,/v1/security/api-keys/{key_id},get_api_key_v1_security_api_keys__key_id__get,True,Security Engine,Get API key metadata — full key cannot be retrieved
POST,/v1/security/api-keys/{key_id}/revoke,revoke_api_key_v1_security_api_keys__key_id__revoke_post,True,Security Engine,Revoke API key — Redis cache invalidated immediately
POST,/v1/security/api-keys/{key_id}/rotate,rotate_api_key_v1_security_api_keys__key_id__rotate_post,True,Security Engine,"Rotate API key — old marked ROTATED, new issued atomically"
POST,/v1/security/audit-log,write_audit_v1_security_audit_log_post,True,Security Engine,"Write audit entry — append-only, called by other engines"
GET,/v1/security/audit-log,search_audit_v1_security_audit_log_get,True,Security Engine,"Search audit log — append-only, immutable records"
POST,/v1/security/blocklist,block_ip_v1_security_blocklist_post,True,Security Engine,"Block IP or CIDR — DB write first, then Redis SET sync"
GET,/v1/security/blocklist,list_blocklist_v1_security_blocklist_get,True,Security Engine,List all blocked IPs with cursor pagination
GET,/v1/security/blocklist/check,check_ip_v1_security_blocklist_check_get,True,Security Engine,"Check if IP is blocked — Redis O(1) SISMEMBER, no DB query"
DELETE,/v1/security/blocklist/{ip_or_cidr},unblock_ip_v1_security_blocklist__ip_or_cidr__delete,True,Security Engine,Unblock IP — Redis SREM then DB deactivate
GET,/v1/security/meta,engine_meta_v1_security_meta_get,False,Security Engine,Engine Meta
POST,/v1/security/sessions,create_session_v1_security_sessions_post,True,Security Engine,"Register session — Redis primary, DB audit record"
GET,/v1/security/sessions/users/{user_id},list_sessions_v1_security_sessions_users__user_id__get,True,Security Engine,List active sessions for a user across all devices
POST,/v1/security/sessions/users/{user_id}/revoke-all,revoke_all_sessions_v1_security_sessions_users__user_id__revoke_all_post,True,Security Engine,Force logout all devices — Redis cleared atomically first
POST,/v1/security/sessions/{session_id}/revoke,revoke_session_v1_security_sessions__session_id__revoke_post,True,Security Engine,"Revoke session — Redis DELETE first, then DB update"
GET,/v1/security/summary,security_summary_v1_security_summary_get,True,Security Engine,"Security dashboard — API keys, blocked IPs, threats, sessions"
POST,/v1/serviceability/check,check_serviceability_v1_serviceability_check_post,True,Serviceability,Check if a service is available at an address
POST,/v1/serviceability/matching-tenants,matching_tenants_v1_serviceability_matching_tenants_post,True,Serviceability,Get ranked list of matching tenants for a service+address
GET,/v1/serviceability/meta,engine_meta_v1_serviceability_meta_get,False,Serviceability,Engine Meta
GET,/v1/settings/audit-log,audit_log_v1_settings_audit_log_get,True,Settings Engine,Audit Log
GET,/v1/settings/meta,engine_meta_v1_settings_meta_get,False,Settings Engine,Engine Meta
GET,/v1/settings/plans/{plan_type},list_plan_v1_settings_plans__plan_type__get,True,Settings Engine,List Plan
PUT,/v1/settings/plans/{plan_type}/{key},set_plan_v1_settings_plans__plan_type___key__put,True,Settings Engine,Set Plan
DELETE,/v1/settings/plans/{plan_type}/{key},delete_plan_v1_settings_plans__plan_type___key__delete,True,Settings Engine,Delete Plan
GET,/v1/settings/platform,list_platform_v1_settings_platform_get,True,Settings Engine,List Platform
POST,/v1/settings/platform/bulk,bulk_set_platform_v1_settings_platform_bulk_post,True,Settings Engine,Bulk Set Platform
GET,/v1/settings/platform/{key},get_platform_v1_settings_platform__key__get,True,Settings Engine,Get Platform
PUT,/v1/settings/platform/{key},set_platform_v1_settings_platform__key__put,True,Settings Engine,Set Platform
DELETE,/v1/settings/platform/{key},delete_platform_v1_settings_platform__key__delete,True,Settings Engine,Delete Platform
GET,/v1/settings/resolve/{key},resolve_v1_settings_resolve__key__get,True,Settings Engine,Resolve
GET,/v1/settings/tenants/{tenant_id},list_tenant_v1_settings_tenants__tenant_id__get,True,Settings Engine,List Tenant
PUT,/v1/settings/tenants/{tenant_id}/{key},set_tenant_v1_settings_tenants__tenant_id___key__put,True,Settings Engine,Set Tenant
DELETE,/v1/settings/tenants/{tenant_id}/{key},delete_tenant_v1_settings_tenants__tenant_id___key__delete,True,Settings Engine,Delete Tenant
GET,/v1/staff/chat/threads,staff_list_threads_v1_staff_chat_threads_get,True,Staff Chat,List staff chat threads
GET,/v1/staff/chat/threads/{thread_id},staff_get_thread_v1_staff_chat_threads__thread_id__get,True,Staff Chat,Get staff thread
GET,/v1/staff/chat/threads/{thread_id}/messages,staff_list_messages_v1_staff_chat_threads__thread_id__messages_get,True,Staff Chat,List staff thread messages
POST,/v1/staff/chat/threads/{thread_id}/messages,staff_send_message_v1_staff_chat_threads__thread_id__messages_post,True,Staff Chat,Staff send message
POST,/v1/staff/chat/threads/{thread_id}/read,staff_mark_thread_read_v1_staff_chat_threads__thread_id__read_post,True,Staff Chat,Staff mark thread read
POST,/v1/staff/coaching-appointments/{appointment_id}/accept,staff_accept_v1_staff_coaching_appointments__appointment_id__accept_post,True,Sprint21-Staff-Coaching,Staff Accept
POST,/v1/staff/coaching-appointments/{appointment_id}/complete,staff_complete_v1_staff_coaching_appointments__appointment_id__complete_post,True,Sprint21-Staff-Coaching,Staff Complete
POST,/v1/staff/coaching-appointments/{appointment_id}/no-show,staff_no_show_v1_staff_coaching_appointments__appointment_id__no_show_post,True,Sprint21-Staff-Coaching,Staff No Show
POST,/v1/staff/coaching-appointments/{appointment_id}/notes,staff_add_note_v1_staff_coaching_appointments__appointment_id__notes_post,True,Sprint21-Staff-Coaching,Staff Add Note
POST,/v1/staff/coaching-appointments/{appointment_id}/reject,staff_reject_v1_staff_coaching_appointments__appointment_id__reject_post,True,Sprint21-Staff-Coaching,Staff Reject
POST,/v1/staff/coaching-appointments/{appointment_id}/request-reschedule,staff_reschedule_v1_staff_coaching_appointments__appointment_id__request_reschedule_post,True,Sprint21-Staff-Coaching,Staff Reschedule
POST,/v1/staff/coaching-appointments/{appointment_id}/start,staff_start_v1_staff_coaching_appointments__appointment_id__start_post,True,Sprint21-Staff-Coaching,Staff Start
GET,/v1/staff/coaching-appointments/{appointment_id}/timeline,staff_timeline_v1_staff_coaching_appointments__appointment_id__timeline_get,True,Sprint21-Staff-Coaching,Staff Timeline
GET,/v1/staff/me/jobs,my_jobs_v1_staff_me_jobs_get,True,Staff Jobs,Step 6: My assigned jobs
GET,/v1/staff/me/jobs/{job_id},my_job_detail_v1_staff_me_jobs__job_id__get,True,Staff Jobs,Step 6: My assigned job detail
POST,/v1/staff/me/jobs/{job_id}/accept,accept_v1_staff_me_jobs__job_id__accept_post,True,Staff Jobs,Step 6: Accept my assigned job
GET,/v1/staff/me/jobs/{job_id}/checklist,my_job_checklist_v1_staff_me_jobs__job_id__checklist_get,True,Staff Jobs,Step 8: My assigned job's checklist
POST,/v1/staff/me/jobs/{job_id}/checklist/complete,my_job_checklist_complete_v1_staff_me_jobs__job_id__checklist_complete_post,True,Staff Jobs,Step 8: Complete my assigned job's checklist
PUT,/v1/staff/me/jobs/{job_id}/checklist/items/{item_id},my_job_checklist_item_v1_staff_me_jobs__job_id__checklist_items__item_id__put,True,Staff Jobs,Step 8: Mark a checklist item complete/incomplete on my assigned job
POST,/v1/staff/me/jobs/{job_id}/checklist/start,my_job_checklist_start_v1_staff_me_jobs__job_id__checklist_start_post,True,Staff Jobs,Step 8: Start my assigned job's checklist
POST,/v1/staff/me/jobs/{job_id}/reject-assignment,reject_v1_staff_me_jobs__job_id__reject_assignment_post,True,Staff Jobs,Step 6: Reject my assigned job — reason required
PUT,/v1/staff/me/jobs/{job_id}/status,update_status_v1_staff_me_jobs__job_id__status_put,True,Staff Jobs,Step 6: Update status of my assigned job
GET,/v1/staff/notifications,staff_list_notifications_v1_staff_notifications_get,True,Staff Notifications,List staff in-app notifications
POST,/v1/staff/notifications/mark-all-read,staff_mark_all_read_v1_staff_notifications_mark_all_read_post,True,Staff Notifications,Mark all staff notifications read
GET,/v1/staff/notifications/unread-count,staff_unread_count_v1_staff_notifications_unread_count_get,True,Staff Notifications,Staff unread notification count
POST,/v1/staff/notifications/{notification_id}/read,staff_mark_read_v1_staff_notifications__notification_id__read_post,True,Staff Notifications,Mark staff notification read
GET,/v1/staff/profile,get_staff_profile_v1_staff_profile_get,True,My Profile,Get own staff profile
PUT,/v1/staff/profile,update_staff_profile_v1_staff_profile_put,True,My Profile,Update own staff profile
POST,/v1/staff/profile/photo,upload_staff_profile_photo_v1_staff_profile_photo_post,True,Profile Media,Staff: upload profile photo
DELETE,/v1/staff/profile/photo,remove_staff_profile_photo_v1_staff_profile_photo_delete,True,Profile Media,Staff: remove profile photo
POST,/v1/staff/real-estate-leads/{lead_id}/accept,agent_accept_v1_staff_real_estate_leads__lead_id__accept_post,True,Sprint21-Agent-RealEstate,Agent Accept
POST,/v1/staff/real-estate-leads/{lead_id}/close-lost,agent_close_lost_v1_staff_real_estate_leads__lead_id__close_lost_post,True,Sprint21-Agent-RealEstate,Agent Close Lost
POST,/v1/staff/real-estate-leads/{lead_id}/complete-site-visit,agent_complete_site_visit_v1_staff_real_estate_leads__lead_id__complete_site_visit_post,True,Sprint21-Agent-RealEstate,Agent Complete Site Visit
POST,/v1/staff/real-estate-leads/{lead_id}/convert,agent_convert_v1_staff_real_estate_leads__lead_id__convert_post,True,Sprint21-Agent-RealEstate,Agent Convert
POST,/v1/staff/real-estate-leads/{lead_id}/disqualify,agent_disqualify_v1_staff_real_estate_leads__lead_id__disqualify_post,True,Sprint21-Agent-RealEstate,Agent Disqualify
POST,/v1/staff/real-estate-leads/{lead_id}/mark-contacted,agent_mark_contacted_v1_staff_real_estate_leads__lead_id__mark_contacted_post,True,Sprint21-Agent-RealEstate,Agent Mark Contacted
POST,/v1/staff/real-estate-leads/{lead_id}/notes,agent_add_note_v1_staff_real_estate_leads__lead_id__notes_post,True,Sprint21-Agent-RealEstate,Agent Add Note
POST,/v1/staff/real-estate-leads/{lead_id}/plan-site-visit,agent_plan_site_visit_v1_staff_real_estate_leads__lead_id__plan_site_visit_post,True,Sprint21-Agent-RealEstate,Agent Plan Site Visit
POST,/v1/staff/real-estate-leads/{lead_id}/qualify,agent_qualify_v1_staff_real_estate_leads__lead_id__qualify_post,True,Sprint21-Agent-RealEstate,Agent Qualify
POST,/v1/staff/real-estate-leads/{lead_id}/reject,agent_reject_v1_staff_real_estate_leads__lead_id__reject_post,True,Sprint21-Agent-RealEstate,Agent Reject
POST,/v1/staff/real-estate-leads/{lead_id}/schedule-follow-up,agent_follow_up_v1_staff_real_estate_leads__lead_id__schedule_follow_up_post,True,Sprint21-Agent-RealEstate,Agent Follow Up
GET,/v1/staff/real-estate-leads/{lead_id}/timeline,agent_timeline_v1_staff_real_estate_leads__lead_id__timeline_get,True,Sprint21-Agent-RealEstate,Agent Timeline
POST,/v1/staff/service-invoices,staff_create_invoice_v1_staff_service_invoices_post,True,staff-service-invoices,Staff Create Invoice
GET,/v1/staff/service-invoices/jobs/{job_id},staff_job_invoice_v1_staff_service_invoices_jobs__job_id__get,True,staff-service-invoices,Staff Job Invoice
POST,/v1/staff/service-invoices/{invoice_id}/items,staff_add_invoice_item_v1_staff_service_invoices__invoice_id__items_post,True,staff-service-invoices,Staff Add Invoice Item
GET,/v1/staff/service-jobs,list_my_jobs_v1_staff_service_jobs_get,True,Staff Service Jobs,List service jobs assigned to me
GET,/v1/staff/service-jobs/{job_id},get_my_job_v1_staff_service_jobs__job_id__get,True,Staff Service Jobs,Get detail of a job assigned to me
POST,/v1/staff/service-jobs/{job_id}/accept,staff_accept_job_v1_staff_service_jobs__job_id__accept_post,True,Sprint21-Staff-HomeService,Staff Accept Job
GET,/v1/staff/service-jobs/{job_id}/assignment-timeline,get_my_job_timeline_v1_staff_service_jobs__job_id__assignment_timeline_get,True,Staff Service Jobs,Get assignment timeline for my assigned job
POST,/v1/staff/service-jobs/{job_id}/complete,staff_complete_job_v1_staff_service_jobs__job_id__complete_post,True,Sprint21-Staff-HomeService,Staff Complete Job
POST,/v1/staff/service-jobs/{job_id}/complete-inspection,staff_complete_inspection_v1_staff_service_jobs__job_id__complete_inspection_post,True,Sprint21-Staff-HomeService,Staff Complete Inspection
POST,/v1/staff/service-jobs/{job_id}/customer-not-available,staff_customer_not_available_v1_staff_service_jobs__job_id__customer_not_available_post,True,Sprint21-Staff-HomeService,Staff Customer Not Available
POST,/v1/staff/service-jobs/{job_id}/diagnosis-notes,staff_add_diagnosis_note_v1_staff_service_jobs__job_id__diagnosis_notes_post,True,Sprint21-Staff-HomeService,Staff Add Diagnosis Note
POST,/v1/staff/service-jobs/{job_id}/media,staff_upload_media_v1_staff_service_jobs__job_id__media_post,True,Sprint21-Staff-HomeService,Staff Upload Media
POST,/v1/staff/service-jobs/{job_id}/notes,staff_add_note_v1_staff_service_jobs__job_id__notes_post,True,Sprint21-Staff-HomeService,Staff Add Note
POST,/v1/staff/service-jobs/{job_id}/on-the-way,staff_on_the_way_v1_staff_service_jobs__job_id__on_the_way_post,True,Sprint21-Staff-HomeService,Staff On The Way
POST,/v1/staff/service-jobs/{job_id}/parts-requests,staff_create_parts_request_v1_staff_service_jobs__job_id__parts_requests_post,True,Sprint21-Staff-HomeService,Staff Create Parts Request
GET,/v1/staff/service-jobs/{job_id}/parts-requests,staff_list_parts_requests_v1_staff_service_jobs__job_id__parts_requests_get,True,Sprint21-Staff-HomeService,Staff List Parts Requests
POST,/v1/staff/service-jobs/{job_id}/parts-required,staff_parts_required_v1_staff_service_jobs__job_id__parts_required_post,True,Sprint21-Staff-HomeService,Staff Parts Required
POST,/v1/staff/service-jobs/{job_id}/quote-required,staff_quote_required_v1_staff_service_jobs__job_id__quote_required_post,True,Sprint21-Staff-HomeService,Staff Quote Required
POST,/v1/staff/service-jobs/{job_id}/reached-site,staff_reached_site_v1_staff_service_jobs__job_id__reached_site_post,True,Sprint21-Staff-HomeService,Staff Reached Site
POST,/v1/staff/service-jobs/{job_id}/reject,staff_reject_job_v1_staff_service_jobs__job_id__reject_post,True,Sprint21-Staff-HomeService,Staff Reject Job
POST,/v1/staff/service-jobs/{job_id}/start-inspection,staff_start_inspection_v1_staff_service_jobs__job_id__start_inspection_post,True,Sprint21-Staff-HomeService,Staff Start Inspection
POST,/v1/staff/service-jobs/{job_id}/start-service,staff_start_service_v1_staff_service_jobs__job_id__start_service_post,True,Sprint21-Staff-HomeService,Staff Start Service
GET,/v1/staff/service-jobs/{job_id}/timeline,staff_get_timeline_v1_staff_service_jobs__job_id__timeline_get,True,Sprint21-Staff-HomeService,Staff Get Timeline
POST,/v1/staff/service-jobs/{job_id}/work-done,staff_work_done_v1_staff_service_jobs__job_id__work_done_post,True,Sprint21-Staff-HomeService,Staff Work Done
POST,/v1/subscriptions,create_subscription_v1_subscriptions_post,True,Subscription Engine,Create Subscription
GET,/v1/subscriptions/meta,engine_meta_v1_subscriptions_meta_get,False,Subscription Engine,Engine Meta
GET,/v1/subscriptions/tenants/{tenant_id},get_subscription_v1_subscriptions_tenants__tenant_id__get,True,Subscription Engine,Get Subscription
POST,/v1/subscriptions/tenants/{tenant_id}/cancel,cancel_v1_subscriptions_tenants__tenant_id__cancel_post,True,Subscription Engine,Cancel
GET,/v1/subscriptions/tenants/{tenant_id}/history,billing_history_v1_subscriptions_tenants__tenant_id__history_get,True,Subscription Engine,Billing History
POST,/v1/subscriptions/tenants/{tenant_id}/pause,pause_v1_subscriptions_tenants__tenant_id__pause_post,True,Subscription Engine,Pause
