method,path,endpoint,module,behaviour,db_writes,external_effects,audit_effects
GET,/v1/admin/complaints/{complaint_id}/resolutions,list_resolutions,app.engines.complaints.admin_router,READ_ONLY,,,
POST,/v1/admin/complaints/{complaint_id}/reject,reject_complaint,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
POST,/v1/admin/complaints/{complaint_id}/resolve,resolve_complaint,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
POST,/v1/admin/complaints/{complaint_id}/close,close_complaint,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
GET,/v1/admin/complaints/{complaint_id}/events,list_events,app.engines.complaints.admin_router,READ_ONLY,,,
POST,/v1/admin/complaints/{complaint_id}/start-ai-settlement,start_ai_settlement,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
POST,/v1/admin/complaints/{complaint_id}/finalize-settlement,finalize_settlement,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
POST,/v1/admin/complaints/{complaint_id}/settlement-proposals,create_admin_settlement_proposal,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
GET,/v1/admin/complaints/{complaint_id}/settlement-proposals,list_settlement_proposals,app.engines.complaints.admin_router,READ_ONLY,,,
GET,/v1/admin/complaints/{complaint_id}/ai-session,get_ai_session,app.engines.complaints.admin_router,READ_ONLY,,,
GET,/v1/admin/complaints/{complaint_id}/timeline,get_complaint_timeline,app.engines.complaints.admin_router,READ_ONLY,,,
GET,/v1/admin/rework-requests,list_rework_requests,app.engines.complaints.admin_router,READ_ONLY,,,
POST,/v1/admin/rework-requests/{rework_id}/approve,approve_rework,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
POST,/v1/admin/rework-requests/{rework_id}/reject,reject_rework,app.engines.complaints.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/rework-requests/{rework_id}/assign,assign_rework,app.engines.complaints.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/refund-requests,list_refund_requests,app.engines.complaints.admin_router,READ_ONLY,,,
POST,/v1/admin/refund-requests/{refund_id}/approve,approve_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
POST,/v1/admin/refund-requests/{refund_id}/reject,reject_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/refund-requests/{refund_id}/record,record_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit|flush,,_log_event
POST,/v1/admin/refund-requests/{refund_id}/verify,verify_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/complaint-policies,list_policies,app.engines.complaints.admin_router,READ_ONLY,,,
POST,/v1/admin/complaint-policies,create_policy,app.engines.complaints.admin_router,DATABASE_MUTATION,add|commit,,
PUT,/v1/admin/complaint-policies/{policy_id},update_policy,app.engines.complaints.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/customer/notifications,list_notifications,app.engines.platform_notifications.customer_router,READ_ONLY,,,
GET,/v1/customer/notifications/unread-count,unread_count,app.engines.platform_notifications.customer_router,READ_ONLY,,,
POST,/v1/customer/notifications/{notification_id}/read,mark_read,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,commit,,
POST,/v1/customer/notifications/mark-all-read,mark_all_read,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,commit,,
GET,/v1/customer/notifications/preferences,get_preferences,app.engines.platform_notifications.customer_router,READ_ONLY,,,
PUT,/v1/customer/notifications/preferences,update_preference,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,add|commit|raw_sql,,
GET,/v1/customer/chat/threads,list_threads,app.engines.platform_notifications.customer_router,READ_ONLY,,,
POST,/v1/customer/chat/threads,create_thread,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,add|commit|flush,,
GET,/v1/customer/chat/threads/{thread_id},get_thread,app.engines.platform_notifications.customer_router,READ_ONLY,,,
GET,/v1/customer/chat/threads/{thread_id}/messages,list_messages,app.engines.platform_notifications.customer_router,READ_ONLY,,,
POST,/v1/customer/chat/threads/{thread_id}/messages,send_message,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,add|commit,,
POST,/v1/customer/chat/threads/{thread_id}/read,mark_thread_read,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,add|commit,,
GET,/v1/provider/notifications,provider_list_notifications,app.engines.platform_notifications.provider_router,READ_ONLY,,,
GET,/v1/provider/notifications/unread-count,provider_unread_count,app.engines.platform_notifications.provider_router,READ_ONLY,,,
POST,/v1/provider/notifications/{notification_id}/read,provider_mark_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,commit,,
POST,/v1/provider/notifications/mark-all-read,provider_mark_all_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,commit,,
GET,/v1/provider/notifications/preferences,provider_get_prefs,app.engines.platform_notifications.provider_router,READ_ONLY,,,
PUT,/v1/provider/notifications/preferences,provider_update_pref,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,add|commit|raw_sql,,
GET,/v1/provider/chat/threads,provider_list_threads,app.engines.platform_notifications.provider_router,READ_ONLY,,,
POST,/v1/provider/chat/threads,provider_create_thread,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,add|commit|flush,,
GET,/v1/provider/chat/threads/{thread_id},provider_get_thread,app.engines.platform_notifications.provider_router,READ_ONLY,,,
GET,/v1/provider/chat/threads/{thread_id}/messages,provider_list_messages,app.engines.platform_notifications.provider_router,READ_ONLY,,,
POST,/v1/provider/chat/threads/{thread_id}/messages,provider_send_message,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,add|commit,,
POST,/v1/provider/chat/threads/{thread_id}/read,provider_mark_thread_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,add|commit,,
GET,/v1/provider/audit-logs,provider_list_audit,app.engines.platform_notifications.provider_router,READ_ONLY,,,
GET,/v1/provider/audit-logs/record-timeline,provider_record_timeline,app.engines.platform_notifications.provider_router,READ_ONLY,,,
GET,/v1/staff/notifications,staff_list_notifications,app.engines.platform_notifications.provider_router,READ_ONLY,,,
GET,/v1/staff/notifications/unread-count,staff_unread_count,app.engines.platform_notifications.provider_router,READ_ONLY,,,
POST,/v1/staff/notifications/{notification_id}/read,staff_mark_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,commit,,
POST,/v1/staff/notifications/mark-all-read,staff_mark_all_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,commit,,
GET,/v1/staff/chat/threads,staff_list_threads,app.engines.platform_notifications.provider_router,READ_ONLY,,,
GET,/v1/staff/chat/threads/{thread_id},staff_get_thread,app.engines.platform_notifications.provider_router,READ_ONLY,,,
GET,/v1/staff/chat/threads/{thread_id}/messages,staff_list_messages,app.engines.platform_notifications.provider_router,READ_ONLY,,,
POST,/v1/staff/chat/threads/{thread_id}/messages,staff_send_message,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,add|commit,,
POST,/v1/staff/chat/threads/{thread_id}/read,staff_mark_thread_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,add|commit,,
GET,/v1/admin/notifications,admin_list_notifications,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/notifications/unread-count,admin_unread_count,app.engines.platform_notifications.admin_router,READ_ONLY,,,
POST,/v1/admin/notifications/{notification_id}/read,admin_mark_read,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/notifications/mark-all-read,admin_mark_all_read,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/notifications/preferences,admin_get_prefs,app.engines.platform_notifications.admin_router,READ_ONLY,,,
PUT,/v1/admin/notifications/preferences,admin_update_pref,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,add|commit|raw_sql,,
GET,/v1/admin/notification-outbox,admin_list_outbox,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/notification-outbox/{outbox_id},admin_get_outbox,app.engines.platform_notifications.admin_router,READ_ONLY,,,
POST,/v1/admin/notification-outbox/{outbox_id}/retry,admin_retry_outbox,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/notification-events,admin_list_events,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/notification-templates,admin_list_templates,app.engines.platform_notifications.admin_router,READ_ONLY,,,
POST,/v1/admin/notification-templates,admin_create_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,add|commit,,
PUT,/v1/admin/notification-templates/{template_id},admin_update_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/admin/notification-templates/{template_id}/activate,admin_activate_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/notification-templates/{template_id}/deactivate,admin_deactivate_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/chat/threads,admin_list_threads,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/chat/threads/{thread_id},admin_get_thread,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/chat/threads/{thread_id}/messages,admin_list_messages,app.engines.platform_notifications.admin_router,READ_ONLY,,,
POST,/v1/admin/chat/threads/{thread_id}/messages,admin_send_message,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,add|commit,,
POST,/v1/admin/chat/threads/{thread_id}/close,admin_close_thread,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/chat/messages/{message_id}/hide,admin_hide_message,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,commit,,
GET,/v1/admin/audit-logs,admin_list_audit,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/audit-logs/login-events,admin_list_login_events,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/audit-logs/record-timeline,admin_record_timeline,app.engines.platform_notifications.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/summary,admin_analytics_summary,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/category-performance,admin_category_performance,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/categories/{category_id},admin_category_detail,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/provider-performance,admin_provider_performance,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/providers/{tenant_id},admin_provider_detail,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/financial-summary,admin_financial_summary,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/quality-summary,admin_quality_summary,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/complaint-summary,admin_complaint_summary,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/staff-performance,admin_staff_performance,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/analytics/operational-alerts,admin_operational_alerts,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/admin/reports,admin_list_reports,app.engines.analytics.admin_router,READ_ONLY,,,
POST,/v1/admin/reports/run,admin_run_report,app.engines.analytics.admin_router,DATABASE_MUTATION,add|commit|flush,,
GET,/v1/admin/reports/{report_run_id},admin_get_report_run,app.engines.analytics.admin_router,READ_ONLY,,,
GET,/v1/provider/analytics/summary,provider_analytics_summary,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/provider/analytics/operational-summary,provider_operational_summary,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/provider/analytics/financial-summary,provider_financial_summary,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/provider/analytics/staff-performance,provider_staff_performance,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/provider/analytics/quality-summary,provider_quality_summary,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/provider/analytics/complaint-summary,provider_complaint_summary,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/provider/analytics/operational-alerts,provider_operational_alerts,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/provider/reports,provider_list_reports,app.engines.analytics.provider_router,READ_ONLY,,,
POST,/v1/provider/reports/run,provider_run_report,app.engines.analytics.provider_router,DATABASE_MUTATION,add|commit|flush,,
GET,/v1/provider/reports/{report_run_id},provider_get_report_run,app.engines.analytics.provider_router,READ_ONLY,,,
GET,/v1/admin/analytics/platform/summary,get_platform_summary,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/platform/trends,get_platform_trends,app.engines.analytics.platform_router,READ_ONLY,,,
POST,/v1/admin/analytics/operational-alerts/{alert_id}/resolve,resolve_alert,app.engines.analytics.platform_router,READ_ONLY_POST,,,
POST,/v1/admin/analytics/operational-alerts/{alert_id}/ignore,ignore_alert,app.engines.analytics.platform_router,READ_ONLY_POST,,,
GET,/v1/admin/analytics/categories/performance,get_category_performance,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/providers/performance,get_provider_performance,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/finance/summary,get_finance_summary,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/finance/by-vertical,get_finance_by_vertical,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/quality/summary,get_quality_summary,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/complaints/summary,get_complaints_summary,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/complaints/breakdown,get_complaints_breakdown,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/geography/summary,get_geography_summary,app.engines.analytics.platform_router,READ_ONLY,,,
GET,/v1/admin/analytics/customers/summary,get_customer_summary,app.engines.analytics.platform_router,READ_ONLY,,,
POST,/v1/admin/analytics/reports/export,export_report,app.engines.analytics.platform_router,READ_ONLY_POST,,,
GET,/v1/admin/ai/sessions,admin_list_ai_sessions,app.engines.ai_conversation.sprint29_admin_router,READ_ONLY,,,
GET,/v1/admin/ai/sessions/{session_id},admin_get_ai_session,app.engines.ai_conversation.sprint29_admin_router,READ_ONLY,,,
GET,/v1/admin/ai/action-logs,admin_list_action_logs,app.engines.ai_conversation.sprint29_admin_router,READ_ONLY,,,
GET,/v1/admin/ai/failed-actions,admin_failed_actions,app.engines.ai_conversation.sprint29_admin_router,READ_ONLY,,,
GET,/v1/admin/ai/metrics,admin_ai_metrics,app.engines.ai_conversation.sprint29_admin_router,READ_ONLY,,,
POST,/v1/admin/ai/sessions/{session_id}/handoff,admin_handoff_session,app.engines.ai_conversation.sprint29_admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/ai/sessions/{session_id}/close,admin_close_session,app.engines.ai_conversation.sprint29_admin_router,DATABASE_MUTATION,commit,,
POST,/v1/customer/ai/sessions,create_ai_session,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,add|commit|flush,,_audit
GET,/v1/customer/ai/sessions/{session_id},get_ai_session,app.engines.ai_conversation.sprint29_customer_router,READ_ONLY,,,
POST,/v1/customer/ai/sessions/{session_id}/messages,send_ai_message,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,add|commit|flush,,_audit
POST,/v1/customer/ai/sessions/{session_id}/reset,reset_ai_session,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,commit,,
POST,/v1/customer/ai/sessions/{session_id}/handoff,request_handoff,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,commit,,
GET,/v1/customer/ai/sessions/{session_id}/draft-status,get_draft_status,app.engines.ai_conversation.sprint29_customer_router,READ_ONLY,,,
GET,/v1/admin/marketing/campaigns,list_campaigns,app.engines.marketing_automation.admin_router,READ_ONLY,,,
POST,/v1/admin/marketing/campaigns,create_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,add|commit|flush,,
GET,/v1/admin/marketing/campaigns/{campaign_id},get_campaign,app.engines.marketing_automation.admin_router,READ_ONLY,,,
PUT,/v1/admin/marketing/campaigns/{campaign_id},update_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/admin/marketing/campaigns/{campaign_id}/schedule,schedule_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/marketing/campaigns/{campaign_id}/pause,pause_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/marketing/campaigns/{campaign_id}/resume,resume_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/marketing/campaigns/{campaign_id}/cancel,cancel_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/marketing/campaigns/{campaign_id}/run-now,run_campaign_now,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,add|commit|flush,,
GET,/v1/admin/marketing/campaigns/{campaign_id}/performance,campaign_performance,app.engines.marketing_automation.admin_router,READ_ONLY,,,
POST,/v1/admin/marketing/segments/preview,preview_segment,app.engines.marketing_automation.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/marketing/events,list_campaign_events,app.engines.marketing_automation.admin_router,READ_ONLY,,,
GET,/v1/admin/marketing/automation-triggers,list_triggers,app.engines.marketing_automation.admin_router,READ_ONLY,,,
POST,/v1/admin/marketing/automation-triggers/{trigger_key}/run,run_trigger,app.engines.marketing_automation.admin_router,READ_ONLY_POST,,,
GET,/v1/provider/marketing/visibility-status,provider_visibility_status,app.engines.marketing_automation.provider_router,READ_ONLY,,,
GET,/v1/provider/marketing/campaign-impact,provider_campaign_impact,app.engines.marketing_automation.provider_router,READ_ONLY,,,
GET,/v1/provider/marketing/leads-attributed,provider_leads_attributed,app.engines.marketing_automation.provider_router,READ_ONLY,,,
GET,/v1/provider/marketing/status,provider_marketing_status,app.engines.marketing_automation.provider_router,READ_ONLY,,,
GET,/v1/provider/marketing/campaigns,list_provider_campaigns,app.engines.marketing_automation.provider_router,READ_ONLY,,,
GET,/v1/provider/marketing/campaigns/{campaign_id},get_provider_campaign,app.engines.marketing_automation.provider_router,READ_ONLY,,,
POST,/v1/provider/marketing/campaigns/generate-launch,generate_launch_campaign,app.engines.marketing_automation.provider_router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/marketing/campaigns/{campaign_id}/submit-review,submit_campaign_review,app.engines.marketing_automation.provider_router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/marketing/assets,list_provider_assets,app.engines.marketing_automation.provider_router,READ_ONLY,,,
PUT,/v1/provider/marketing/assets/{asset_id}/provider-notes,update_asset_provider_notes,app.engines.marketing_automation.provider_router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/team-members,list_team_members,app.engines.provider_portal.router,READ_ONLY,,,
POST,/v1/provider/team-members,create_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/team-members/{member_id},get_team_member,app.engines.provider_portal.router,READ_ONLY,,,
PUT,/v1/provider/team-members/{member_id},update_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
DELETE,/v1/provider/team-members/{member_id},delete_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/team-members/{member_id}/activate,activate_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/team-members/{member_id}/deactivate,deactivate_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql|sqlalchemy.update(),,
POST,/v1/provider/team-members/{member_id}/create-login,create_member_login,app.engines.provider_portal.router,READ_ONLY_POST,,,
GET,/v1/provider/availability,list_availability,app.engines.provider_portal.router,READ_ONLY,,,
POST,/v1/provider/availability,create_availability,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/availability/{rule_id},get_availability,app.engines.provider_portal.router,READ_ONLY,,,
PUT,/v1/provider/availability/{rule_id},update_availability,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
DELETE,/v1/provider/availability/{rule_id},delete_availability,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/availability/exceptions,list_availability_exceptions,app.engines.provider_portal.router,READ_ONLY,,,
POST,/v1/provider/availability/exceptions,create_availability_exception,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
PUT,/v1/provider/availability/exceptions/{exception_id},update_availability_exception,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
DELETE,/v1/provider/availability/exceptions/{exception_id},delete_availability_exception,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/booking-window,get_booking_window,app.engines.provider_portal.router,READ_ONLY,,,
PUT,/v1/provider/booking-window,update_booking_window,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/service-areas/{area_id}/coverage,get_area_coverage,app.engines.provider_portal.router,READ_ONLY,,,
PUT,/v1/provider/service-areas/{area_id}/coverage,set_area_coverage,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/availability/preset/{preset_key},apply_availability_preset,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
DELETE,/v1/provider/availability/preset/{preset_key},delete_availability_preset,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/offerings/available,list_available_offerings,app.engines.provider_portal.router,READ_ONLY,,,
GET,/v1/provider/offerings/enabled,list_enabled_offerings,app.engines.provider_portal.router,READ_ONLY,,,
POST,/v1/provider/offerings/enabled,enable_offering,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/offerings/enabled/{offering_id},get_enabled_offering,app.engines.provider_portal.router,READ_ONLY,,,
PUT,/v1/provider/offerings/enabled/{offering_id},update_enabled_offering,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/offerings/enabled/{offering_id}/activate,activate_offering,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/offerings/enabled/{offering_id}/deactivate,deactivate_offering,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/offerings/enabled/{offering_id}/refresh-readiness,refresh_offering_readiness,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/provider/status,get_provider_status,app.engines.provider_portal.router,READ_ONLY,,,
POST,/v1/provider/status/refresh,refresh_provider_status,app.engines.provider_portal.router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/provider/home-services/matching-inputs/preview,preview_matching_inputs,app.engines.provider_portal.router,READ_ONLY_POST,,,
GET,/v1/provider/status/offerings,get_offering_statuses,app.engines.provider_portal.router,READ_ONLY,,,
GET,/v1/provider/onboarding/status,get_onboarding_status,app.engines.provider_portal.router,READ_ONLY,,,
GET,/v1/provider/onboarding/items,get_onboarding_items,app.engines.provider_portal.router,READ_ONLY,,,
POST,/v1/provider/onboarding/refresh,refresh_onboarding,app.engines.provider_portal.router,READ_ONLY_POST,,,
GET,/v1/provider/packages/status,get_packages_status,app.engines.provider_portal.router,READ_ONLY,,,
GET,/v1/provider/usage-credits/balance,get_usage_credit_balance,app.engines.provider_portal.router,READ_ONLY,,,
GET,/v1/provider/usage-credits/ledger,get_usage_credit_ledger,app.engines.provider_portal.router,READ_ONLY,,,
GET,/v1/admin/providers/summary,get_providers_summary,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/providers/new-requests/summary,get_new_requests_summary,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/providers/new-requests,list_new_requests,app.engines.provider_portal.admin_router,READ_ONLY,,,
POST,/v1/admin/onboarding/providers/{tenant_id}/send-reminder,send_provider_reminder,app.engines.provider_portal.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/engine-audit-logs,get_engine_audit_logs,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/onboarding/providers,list_provider_onboarding,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/onboarding/providers/{tenant_id},get_provider_onboarding,app.engines.provider_portal.admin_router,READ_ONLY,,,
POST,/v1/admin/onboarding/providers/{tenant_id}/approve,approve_provider_onboarding,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/onboarding/providers/{tenant_id}/reject,reject_provider_onboarding,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/onboarding/providers/{tenant_id}/request-changes,request_changes_provider_onboarding,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/onboarding/providers/{tenant_id}/refresh,refresh_provider_onboarding,app.engines.provider_portal.admin_router,READ_ONLY_POST,,,
PUT,/v1/admin/onboarding/providers/{tenant_id}/items/{checklist_key}/override,override_onboarding_item,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/admin/bookability/providers,list_bookability,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/bookability/providers/{tenant_id},get_provider_bookability,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/bookability/providers/{tenant_id}/audit-logs,get_bookability_audit_logs,app.engines.provider_portal.admin_router,READ_ONLY,,,
POST,/v1/admin/bookability/providers/{tenant_id}/refresh,refresh_bookability,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/admin/bookability/providers/{tenant_id}/override-visibility,override_visibility,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit|raw_sql,,
DELETE,/v1/admin/bookability/providers/{tenant_id}/override-visibility,remove_visibility_override,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit|raw_sql,,
POST,/v1/admin/bookability/providers/{tenant_id}/override-bookability,override_bookability,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit|raw_sql,,
DELETE,/v1/admin/bookability/providers/{tenant_id}/override-bookability,remove_bookability_override,app.engines.provider_portal.admin_router,DATABASE_MUTATION,commit|raw_sql,,
GET,/v1/admin/bookability/rules,list_bookability_rules,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/bookability/summary,bookability_summary,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/monetization/configs,list_monetization_configs,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/monetization/providers,list_provider_monetization,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/monetization/providers/{tenant_id},get_provider_monetization,app.engines.provider_portal.admin_router,READ_ONLY,,,
POST,/v1/admin/monetization/providers/{tenant_id}/sync,sync_monetization,app.engines.provider_portal.admin_router,READ_ONLY_POST,,,
GET,/v1/admin/monetization/audit-logs,monetization_audit_logs,app.engines.provider_portal.admin_router,READ_ONLY,,,
GET,/v1/admin/verticals,list_verticals,app.engines.vertical_catalog.admin_router,READ_ONLY,,,
GET,/v1/admin/verticals/{vertical_key},get_vertical,app.engines.vertical_catalog.admin_router,READ_ONLY,,,
POST,/v1/admin/verticals/{vertical_key}/enable,enable_vertical,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,commit,,
POST,/v1/admin/verticals/{vertical_key}/disable,disable_vertical,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,commit,,
PATCH,/v1/admin/verticals/{vertical_key},update_vertical,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,commit,,
