method,path,endpoint,module,source_file,source_line,tags,deprecated,include_in_schema,dependencies,auth_dependencies,db_writes,external_effects,audit_effects,tenant_derivation
POST,/v1/admin/marketing/ai/generate-hashtags,generate_hashtags,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,153,Marketing Command Center,False,True,generate_hashtags|get_db|require_marketing.ai.generate_caption|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,,
POST,/v1/admin/marketing/ai/generate-variations,generate_variations,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,161,Marketing Command Center,False,True,generate_variations|get_db|require_marketing.ai.generate_caption|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,,
GET,/v1/admin/marketing/calendar,get_calendar,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,171,Marketing Command Center,False,True,get_calendar|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
GET,/v1/admin/marketing/social-accounts,list_social_accounts,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,181,Marketing Command Center,False,True,list_social_accounts|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
POST,/v1/admin/marketing/social-accounts/connect,connect_social_account,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,186,Marketing Command Center,False,True,connect_social_account|get_db|require_marketing.social_accounts.connect|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,_audit,
POST,/v1/admin/marketing/social-accounts/{account_id}/test,test_social_account,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,194,Marketing Command Center,False,True,test_social_account|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
POST,/v1/admin/marketing/social-accounts/{account_id}/sync,sync_social_account,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,199,Marketing Command Center,False,True,sync_social_account|get_db|require_marketing.social_accounts.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,flush,,,
POST,/v1/admin/marketing/social-accounts/{account_id}/disconnect,disconnect_social_account,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,206,Marketing Command Center,False,True,disconnect_social_account|get_db|require_marketing.social_accounts.disconnect|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,_audit,
GET,/v1/admin/marketing/content-templates,list_templates,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,215,Marketing Command Center,False,True,list_templates|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
POST,/v1/admin/marketing/content-templates,create_template,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,220,Marketing Command Center,False,True,create_template|get_db|require_marketing.templates.create|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush,,_audit,
PUT,/v1/admin/marketing/content-templates/{template_id},update_template,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,228,Marketing Command Center,False,True,update_template|get_db|require_marketing.templates.update|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush|raw_sql,,_audit,
GET,/v1/admin/marketing/ai-budget,get_ai_budget,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,238,Marketing Command Center,False,True,get_ai_budget|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,add|flush,,,
PUT,/v1/admin/marketing/ai-budget,update_ai_budget,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,243,Marketing Command Center,False,True,update_ai_budget|get_db|require_marketing.ai.manage_budget|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user,add|flush|raw_sql,,_audit,
GET,/v1/admin/marketing/ai-budget/ledger,get_ai_budget_ledger,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,251,Marketing Command Center,False,True,get_ai_budget_ledger|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
GET,/v1/admin/marketing/publish-failures,list_publish_failures,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,260,Marketing Command Center,False,True,list_publish_failures|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,require_super_admin|get_current_user|get_current_user,,,,
GET,/v1/admin/marketing/analytics/summary,analytics_summary,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,269,Marketing Command Center,False,True,analytics_summary|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
GET,/v1/admin/marketing/analytics/posts,analytics_posts,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,274,Marketing Command Center,False,True,analytics_posts|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
GET,/v1/admin/marketing/analytics/campaigns,analytics_campaigns,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,279,Marketing Command Center,False,True,analytics_campaigns|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
GET,/v1/admin/marketing/analytics/channels,analytics_channels,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,284,Marketing Command Center,False,True,analytics_channels|_svc|get_db|require_marketing.automation.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>,get_current_user|require_super_admin|get_current_user,,,,
GET,/v1/admin/marketing/audit-logs,audit_logs,app.engines.marketing_command_center.admin_router,app\engines\marketing_command_center\admin_router.py,291,Marketing Command Center,False,True,audit_logs|require_marketing.audit.read|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,get_current_user,,,,
GET,/v1/admin/intelligence/knowledge-bases/summary,get_kb_summary,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,29,Knowledge Base Enterprise,False,True,get_kb_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/knowledge-bases/seed-defaults/preview,seed_defaults_preview,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,35,Knowledge Base Enterprise,False,True,seed_defaults_preview|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/knowledge-bases/seed-defaults,seed_defaults,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,41,Knowledge Base Enterprise,False,True,seed_defaults|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/knowledge-bases,list_kbs,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,47,Knowledge Base Enterprise,False,True,list_kbs|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/knowledge-bases,create_kb,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,72,Knowledge Base Enterprise,False,True,create_kb|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit|flush,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id},get_kb,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,80,Knowledge Base Enterprise,False,True,get_kb|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
PUT,/v1/admin/intelligence/knowledge-bases/{kb_id},update_kb,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,86,Knowledge Base Enterprise,False,True,update_kb|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit|flush,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/activate,activate_kb,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,92,Knowledge Base Enterprise,False,True,activate_kb|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit|flush,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/disable,disable_kb,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,98,Knowledge Base Enterprise,False,True,disable_kb|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit|flush,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/archive,archive_kb,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,104,Knowledge Base Enterprise,False,True,archive_kb|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit|flush,,,
DELETE,/v1/admin/intelligence/knowledge-bases/{kb_id},delete_kb,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,110,Knowledge Base Enterprise,False,True,delete_kb|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit|delete,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/documents/upload,upload_document,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,118,Knowledge Base Enterprise,False,True,upload_document|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/documents/link-media,link_media,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,131,Knowledge Base Enterprise,False,True,link_media|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/sources/url,add_url_source,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,144,Knowledge Base Enterprise,False,True,add_url_source|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/documents,list_documents,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,157,Knowledge Base Enterprise,False,True,list_documents|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
DELETE,/v1/admin/intelligence/knowledge-bases/{kb_id}/documents/{document_id},delete_document,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,163,Knowledge Base Enterprise,False,True,delete_document|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit|delete,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/articles,create_article,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,171,Knowledge Base Enterprise,False,True,create_article|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/articles,list_articles,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,177,Knowledge Base Enterprise,False,True,list_articles|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
PUT,/v1/admin/intelligence/knowledge-bases/{kb_id}/articles/{article_id},update_article,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,183,Knowledge Base Enterprise,False,True,update_article|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/articles/{article_id}/publish,publish_article,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,189,Knowledge Base Enterprise,False,True,publish_article|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/index,trigger_index,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,197,Knowledge Base Enterprise,False,True,trigger_index|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/reindex,trigger_reindex,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,203,Knowledge Base Enterprise,False,True,trigger_reindex|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/indexing-jobs,list_indexing_jobs,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,209,Knowledge Base Enterprise,False,True,list_indexing_jobs|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/chunks,list_chunks,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,215,Knowledge Base Enterprise,False,True,list_chunks|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/test-query,test_query,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,226,Knowledge Base Enterprise,False,True,test_query|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/query-logs,list_query_logs,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,237,Knowledge Base Enterprise,False,True,list_query_logs|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/retrieval-quality,get_retrieval_quality,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,246,Knowledge Base Enterprise,False,True,get_retrieval_quality|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/knowledge-bases/{kb_id}/access-preview,preview_access,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,254,Knowledge Base Enterprise,False,True,preview_access|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/audit-logs,get_audit_logs,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,262,Knowledge Base Enterprise,False,True,get_audit_logs|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/knowledge-bases/{kb_id}/versions,get_versions,app.engines.analytics.kb_router,app\engines\analytics\kb_router.py,268,Knowledge Base Enterprise,False,True,get_versions|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/summary,get_summary,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,29,Intelligence Command Center,False,True,get_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/rag/summary,get_rag_summary,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,37,Intelligence Command Center,False,True,get_rag_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/rag/query-logs,list_query_logs,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,43,Intelligence Command Center,False,True,list_query_logs|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/rag/retrieval-quality,get_retrieval_quality,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,53,Intelligence Command Center,False,True,get_retrieval_quality|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/events/summary,get_event_summary,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,65,Intelligence Command Center,False,True,get_event_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/events/sources,get_event_sources,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,71,Intelligence Command Center,False,True,get_event_sources|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/events/failures,get_event_failures,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,77,Intelligence Command Center,False,True,get_event_failures|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/risk/summary,get_risk_summary,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,85,Intelligence Command Center,False,True,get_risk_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/risk/entities,list_risk_entities,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,91,Intelligence Command Center,False,True,list_risk_entities|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/risk/{entity_type}/{entity_id},get_risk_entity,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,102,Intelligence Command Center,False,True,get_risk_entity|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/risk/{entity_type}/{entity_id}/recompute,recompute_risk,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,111,Intelligence Command Center,False,True,recompute_risk|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/anomalies,list_anomalies,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,119,Intelligence Command Center,False,True,list_anomalies|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/anomalies/run-scan,run_anomaly_scan,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,130,Intelligence Command Center,False,True,run_anomaly_scan|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/anomalies/{anomaly_id},get_anomaly,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,136,Intelligence Command Center,False,True,get_anomaly|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/anomalies/{anomaly_id}/investigate,investigate_anomaly,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,145,Intelligence Command Center,False,True,investigate_anomaly|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
POST,/v1/admin/intelligence/anomalies/{anomaly_id}/resolve,resolve_anomaly,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,151,Intelligence Command Center,False,True,resolve_anomaly|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
POST,/v1/admin/intelligence/anomalies/{anomaly_id}/false-positive,mark_false_positive,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,157,Intelligence Command Center,False,True,mark_false_positive|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
GET,/v1/admin/intelligence/models,list_models,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,165,Intelligence Command Center,False,True,list_models|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/models/{model_id},get_model,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,171,Intelligence Command Center,False,True,get_model|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/models/{model_id}/activate,activate_model,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,180,Intelligence Command Center,False,True,activate_model|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
POST,/v1/admin/intelligence/models/{model_id}/deactivate,deactivate_model,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,186,Intelligence Command Center,False,True,deactivate_model|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
POST,/v1/admin/intelligence/models/{model_id}/evaluate,evaluate_model,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,192,Intelligence Command Center,False,True,evaluate_model|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/prediction-jobs,list_prediction_jobs,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,200,Intelligence Command Center,False,True,list_prediction_jobs|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/prediction-jobs,create_prediction_job,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,209,Intelligence Command Center,False,True,create_prediction_job|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit|flush,,,
GET,/v1/admin/intelligence/prediction-jobs/{job_id},get_prediction_job,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,215,Intelligence Command Center,False,True,get_prediction_job|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
POST,/v1/admin/intelligence/prediction-jobs/{job_id}/cancel,cancel_prediction_job,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,224,Intelligence Command Center,False,True,cancel_prediction_job|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
POST,/v1/admin/intelligence/prediction-jobs/{job_id}/retry,retry_prediction_job,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,230,Intelligence Command Center,False,True,retry_prediction_job|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/data-quality/summary,get_data_quality_summary,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,238,Intelligence Command Center,False,True,get_data_quality_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
GET,/v1/admin/intelligence/data-quality/checks,list_data_quality_checks,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,244,Intelligence Command Center,False,True,list_data_quality_checks|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,add|commit,,,
POST,/v1/admin/intelligence/data-quality/checks/{check_key}/run,run_data_quality_check,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,250,Intelligence Command Center,False,True,run_data_quality_check|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,commit,,,
GET,/v1/admin/intelligence/data-quality/checks/{check_key}/failures,get_check_failures,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,256,Intelligence Command Center,False,True,get_check_failures|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
GET,/v1/admin/intelligence/ai-usage/summary,get_ai_usage_summary,app.engines.analytics.intelligence_router,app\engines\analytics\intelligence_router.py,264,Intelligence Command Center,False,True,get_ai_usage_summary|require_super_admin|get_current_user|<fastapi.security.http.HTTPBearer object at 0x0000012C233CCA70>|get_db,require_super_admin|get_current_user,,,,
