method,path,endpoint,module,behaviour,persona,auth_dependencies,db_writes,external_effects
POST,/v1/admin/reviews/{review_id}/reject,reject_review,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/reviews/{review_id}/hide,hide_review,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
DELETE,/v1/admin/reviews/{review_id},delete_review,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/review-flags/{flag_id}/resolve,resolve_flag,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/review-replies/{review_id}/approve,approve_reply,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/review-replies/{review_id}/reject,reject_reply,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
PATCH,/v1/admin/review-policies/{policy_id},update_policy,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/rating-summaries/tenant/{tenant_id}/recompute,recompute_tenant_summary,app.engines.customer_reviews.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/enterprise/saved-views,create_saved_view,app.engines.enterprise_grid.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit,
PUT,/enterprise/saved-views/{view_id},update_saved_view,app.engines.enterprise_grid.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,commit|raw_sql,
DELETE,/enterprise/saved-views/{view_id},delete_saved_view,app.engines.enterprise_grid.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,commit|delete,
POST,/enterprise/saved-views/{view_id}/set-default,set_default_view,app.engines.enterprise_grid.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,commit,
PUT,/enterprise/column-preferences,save_column_preferences,app.engines.enterprise_grid.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit,
POST,/enterprise/column-preferences/reset,reset_column_preferences,app.engines.enterprise_grid.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user,commit|delete,
POST,/enterprise/exports,create_export,app.engines.enterprise_grid.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit,
POST,/enterprise/exports/{export_id}/retry,retry_export,app.engines.enterprise_grid.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user,commit,
POST,/enterprise/exports/{export_id}/cancel,cancel_export,app.engines.enterprise_grid.router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user,commit,
GET,/enterprise/exports/{export_id}/download,download_export,app.engines.enterprise_grid.router,MUTATING_GET,MIXED_PERSONA_MUTATION,get_current_user,commit,
POST,/v1/customer/complaints,create_complaint,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/customer/complaints/{complaint_id}/messages,add_message,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/customer/complaints/{complaint_id}/ai-session/answers,submit_ai_answers,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/customer/complaints/{complaint_id}/cancel,cancel_complaint,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,commit|flush,
POST,/v1/customer/complaints/{complaint_id}/resolutions/{resolution_id}/accept,accept_resolution,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/customer/complaints/{complaint_id}/resolutions/{resolution_id}/reject,reject_resolution,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/customer/complaints/{complaint_id}/refund,request_refund,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/customer/complaints/{complaint_id}/settlement-proposals/{proposal_id}/respond,respond_to_settlement,app.engines.complaints.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/provider/complaints/{complaint_id}/respond,respond_to_complaint,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|flush,
POST,/v1/provider/complaints/{complaint_id}/offer-resolution,offer_resolution,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|flush,
POST,/v1/provider/complaints/{complaint_id}/ai-session/answers,submit_ai_answers,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|flush,
POST,/v1/provider/complaints/{complaint_id}/settlement-proposals,create_settlement_proposal,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|flush,
POST,/v1/provider/complaints/{complaint_id}/settlement-proposals/{proposal_id}/respond,respond_to_settlement,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,add|commit|flush,
POST,/v1/provider/rework-requests/{rework_id}/schedule,schedule_rework,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit,
POST,/v1/provider/rework-requests/{rework_id}/start,start_rework,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit,
POST,/v1/provider/rework-requests/{rework_id}/complete,complete_rework,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit,
POST,/v1/provider/refund-requests/{refund_id}/review,review_refund,app.engines.complaints.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit,
POST,/v1/admin/complaints/{complaint_id}/assign,assign_complaint,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/priority,change_priority,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/request-provider-response,request_provider_response,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/messages,admin_add_message,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/propose-resolution,propose_resolution,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/reject,reject_complaint,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/resolve,resolve_complaint,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/close,close_complaint,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/start-ai-settlement,start_ai_settlement,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/finalize-settlement,finalize_settlement,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/complaints/{complaint_id}/settlement-proposals,create_admin_settlement_proposal,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/rework-requests/{rework_id}/approve,approve_rework,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/rework-requests/{rework_id}/reject,reject_rework,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/rework-requests/{rework_id}/assign,assign_rework,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/refund-requests/{refund_id}/approve,approve_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/refund-requests/{refund_id}/reject,reject_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/refund-requests/{refund_id}/record,record_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/refund-requests/{refund_id}/verify,verify_refund,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/complaint-policies,create_policy,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
PUT,/v1/admin/complaint-policies/{policy_id},update_policy,app.engines.complaints.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/customer/notifications/{notification_id}/read,mark_read,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,commit,
POST,/v1/customer/notifications/mark-all-read,mark_all_read,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,commit,
PUT,/v1/customer/notifications/preferences,update_preference,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|raw_sql,
POST,/v1/customer/chat/threads,create_thread,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit|flush,
POST,/v1/customer/chat/threads/{thread_id}/messages,send_message,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit,
POST,/v1/customer/chat/threads/{thread_id}/read,mark_thread_read,app.engines.platform_notifications.customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,require_customer|get_current_user,add|commit,
POST,/v1/provider/notifications/{notification_id}/read,provider_mark_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user,commit,
POST,/v1/provider/notifications/mark-all-read,provider_mark_all_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,MIXED_PERSONA_MUTATION,get_current_user,commit,
PUT,/v1/provider/notifications/preferences,provider_update_pref,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit|raw_sql,
POST,/v1/provider/chat/threads,provider_create_thread,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit|flush,
POST,/v1/provider/chat/threads/{thread_id}/messages,provider_send_message,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit,
POST,/v1/provider/chat/threads/{thread_id}/read,provider_mark_thread_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit,
POST,/v1/staff/notifications/{notification_id}/read,staff_mark_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,commit,
POST,/v1/staff/notifications/mark-all-read,staff_mark_all_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,commit,
POST,/v1/staff/chat/threads/{thread_id}/messages,staff_send_message,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,add|commit,
POST,/v1/staff/chat/threads/{thread_id}/read,staff_mark_thread_read,app.engines.platform_notifications.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_staff_or_technician_only|get_current_user,add|commit,
POST,/v1/admin/notifications/{notification_id}/read,admin_mark_read,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
POST,/v1/admin/notifications/mark-all-read,admin_mark_all_read,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
PUT,/v1/admin/notifications/preferences,admin_update_pref,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|raw_sql,
POST,/v1/admin/notification-outbox/{outbox_id}/retry,admin_retry_outbox,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/notification-templates,admin_create_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
PUT,/v1/admin/notification-templates/{template_id},admin_update_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
POST,/v1/admin/notification-templates/{template_id}/activate,admin_activate_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/notification-templates/{template_id}/deactivate,admin_deactivate_template,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/chat/threads/{thread_id}/messages,admin_send_message,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit,
POST,/v1/admin/chat/threads/{thread_id}/close,admin_close_thread,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/chat/messages/{message_id}/hide,admin_hide_message,app.engines.platform_notifications.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/reports/run,admin_run_report,app.engines.analytics.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|commit|flush,
POST,/v1/provider/reports/run,provider_run_report,app.engines.analytics.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,add|commit|flush,
POST,/v1/admin/ai/sessions/{session_id}/handoff,admin_handoff_session,app.engines.ai_conversation.sprint29_admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/ai/sessions/{session_id}/close,admin_close_session,app.engines.ai_conversation.sprint29_admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/customer/ai/sessions,create_ai_session,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,add|commit|flush,
POST,/v1/customer/ai/sessions/{session_id}/messages,send_ai_message,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,add|commit|flush,
POST,/v1/customer/ai/sessions/{session_id}/reset,reset_ai_session,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,commit,
POST,/v1/customer/ai/sessions/{session_id}/handoff,request_handoff,app.engines.ai_conversation.sprint29_customer_router,DATABASE_MUTATION,CUSTOMER_SELF_SERVICE_MUTATION,get_current_user,commit,
POST,/v1/admin/marketing/campaigns,create_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user|get_current_user,add|commit|flush,
PUT,/v1/admin/marketing/campaigns/{campaign_id},update_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
POST,/v1/admin/marketing/campaigns/{campaign_id}/schedule,schedule_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/marketing/campaigns/{campaign_id}/pause,pause_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/marketing/campaigns/{campaign_id}/resume,resume_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/marketing/campaigns/{campaign_id}/cancel,cancel_campaign,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit,
POST,/v1/admin/marketing/campaigns/{campaign_id}/run-now,run_campaign_now,app.engines.marketing_automation.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/provider/marketing/campaigns/generate-launch,generate_launch_campaign,app.engines.marketing_automation.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,commit|raw_sql,
POST,/v1/provider/marketing/campaigns/{campaign_id}/submit-review,submit_campaign_review,app.engines.marketing_automation.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,commit|raw_sql,
PUT,/v1/provider/marketing/assets/{asset_id}/provider-notes,update_asset_provider_notes,app.engines.marketing_automation.provider_router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,commit|raw_sql,
POST,/v1/provider/team-members,create_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
PUT,/v1/provider/team-members/{member_id},update_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
DELETE,/v1/provider/team-members/{member_id},delete_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/team-members/{member_id}/activate,activate_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/team-members/{member_id}/deactivate,deactivate_team_member,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql|sqlalchemy.update(),
POST,/v1/provider/availability,create_availability,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
PUT,/v1/provider/availability/{rule_id},update_availability,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
DELETE,/v1/provider/availability/{rule_id},delete_availability,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/availability/exceptions,create_availability_exception,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
PUT,/v1/provider/availability/exceptions/{exception_id},update_availability_exception,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
DELETE,/v1/provider/availability/exceptions/{exception_id},delete_availability_exception,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
PUT,/v1/provider/booking-window,update_booking_window,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
PUT,/v1/provider/service-areas/{area_id}/coverage,set_area_coverage,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,get_current_user,commit|raw_sql,
POST,/v1/provider/availability/preset/{preset_key},apply_availability_preset,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
DELETE,/v1/provider/availability/preset/{preset_key},delete_availability_preset,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/offerings/enabled,enable_offering,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
PUT,/v1/provider/offerings/enabled/{offering_id},update_enabled_offering,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/offerings/enabled/{offering_id}/activate,activate_offering,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/offerings/enabled/{offering_id}/deactivate,deactivate_offering,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/offerings/enabled/{offering_id}/refresh-readiness,refresh_offering_readiness,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/provider/status/refresh,refresh_provider_status,app.engines.provider_portal.router,DATABASE_MUTATION,TENANT_PROVIDER_MUTATION,require_tenant_owner_mutation|require_tenant_owner|get_current_user,commit|raw_sql,
POST,/v1/admin/onboarding/providers/{tenant_id}/approve,approve_provider_onboarding,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
POST,/v1/admin/onboarding/providers/{tenant_id}/reject,reject_provider_onboarding,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
POST,/v1/admin/onboarding/providers/{tenant_id}/request-changes,request_changes_provider_onboarding,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
PUT,/v1/admin/onboarding/providers/{tenant_id}/items/{checklist_key}/override,override_onboarding_item,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit|raw_sql,
POST,/v1/admin/bookability/providers/{tenant_id}/refresh,refresh_bookability,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
POST,/v1/admin/bookability/providers/{tenant_id}/override-visibility,override_visibility,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
DELETE,/v1/admin/bookability/providers/{tenant_id}/override-visibility,remove_visibility_override,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
POST,/v1/admin/bookability/providers/{tenant_id}/override-bookability,override_bookability,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
DELETE,/v1/admin/bookability/providers/{tenant_id}/override-bookability,remove_bookability_override,app.engines.provider_portal.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,commit|raw_sql,
POST,/v1/admin/verticals/{vertical_key}/enable,enable_vertical,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
POST,/v1/admin/verticals/{vertical_key}/disable,disable_vertical,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
PATCH,/v1/admin/verticals/{vertical_key},update_vertical,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,commit,
POST,/v1/admin/verticals/{vertical_key}/modules/{module_key}/enable,enable_vertical_module,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
POST,/v1/admin/verticals/{vertical_key}/modules/{module_key}/disable,disable_vertical_module,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit,
PUT,/v1/admin/verticals/{vertical_key}/engine-mappings,set_engine_mappings,app.engines.vertical_catalog.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,get_current_user,add|commit|delete|flush,
POST,/v1/admin/tenants/{tenant_id}/entitlements/modules,assign_module,app.engines.entitlement.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
POST,/v1/admin/tenants/{tenant_id}/entitlements/modules/{module_key}/disable,disable_module,app.engines.entitlement.admin_router,DATABASE_MUTATION,PLATFORM_ADMIN_MUTATION,require_super_admin|get_current_user,add|commit|flush,
